,index,propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,superTopHighlight,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace,labels
20,20,99771785,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/11/6b/1054108584.jpg,17,92000.0,flat,sale,61.0,3,1,Humanes de Madrid,Madrid,Humanes de Madrid,es,40.2578234,-3.8263388,False,https://www.idealista.com/inmueble/99771785/,23090,"Piso de 61 m², de 3 dormitorios y 1 baños, en venta en Humanes de Madrid. La vivienda se sitúa en el núcleo de la población, teniendo buenos accesos por carretera. También ofrece conexión por transporte público al estar cerca de varias paradas de autobús y de la estación de tren. En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. Cerca de la galería comercial Alarcón. Se trata de un piso de 61 m² distribuidos en salón-comedor, cocina, balcón, 3 dormitorios y 1 baños. Por todo ello, la convierten en una propuesta inteligente y una estupenda opción para construir un hogar y entrar a vivir de inmediato. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,1508.0,{'typology': 'flat'},"{'subtitle': 'Humanes de Madrid', 'title': 'Piso'}",False,False,False,False,,False,False,CI-00936-0001,3,,,,False,,
21,21,102752728,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/55/b6/50/1166506416.jpg,18,1100000.0,flat,sale,130.0,3,2,barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,es,40.4401053,-3.6993799,False,https://www.idealista.com/inmueble/102752728/,801,"Moro Real Estate pone a la venta este inmueble único, situado en la zona más cotizada del Barrio de Ríos Rosas, a pocos metros del Paseo de La Castellana.  Ubicado en la tercera planta de un edificio de los años 30 con orientación norte, la vivienda está situada en un edificio representativo con techos altos y es totalmente exterior con 2 balcones en su fachada. El piso, recién reformado de diseño, cuenta con 130 metros cuadrados perfectamente distribuidos en zonas de salón- comedor, cocina y tres dormitorios con dos baños y una zona de lavandería independiente además de una gran capacidad de almacenaje. Una acogedora y muy luminosa vivienda por sus balcones a la calle que está totalmente amueblada y dispone de electrodomésticos de alta gama.  El inmueble está recién reformado y amueblado con materiales de primera calidad. Cuenta con portero físico y ascensor. Luminosidad, elegancia y comodidad es lo que le caracteriza. Moro Real Estate, somos una boutique inmobiliaria especializada en vivienda de lujo en zonas prime. Ofrecemos un servicio exclusivo donde prima la confidencialidad y el trato personalizado. Te acompañaremos en la búsqueda de tu vivienda soñada.",False,good,False,8462.0,{'typology': 'flat'},"{'subtitle': 'Nuevos Ministerios-Ríos Rosas, Madrid', 'title': 'Piso'}",True,False,False,False,,False,False,,3,True,Chamberí,Nuevos Ministerios-Ríos Rosas,True,,
22,22,98516238,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/ed/5d/1042500886.jpg,35,1100000.0,chalet,sale,829.0,4,3,Carretera de Galapagar a Navata,Madrid,Galapagar,es,40.5928779,-3.9876024,False,https://www.idealista.com/inmueble/98516238/,30470,"Se vende fantástica parcela con casa para reformar o demoler.  Diseño de la vivienda del arquitecto Javier Carbajal y ejecutado por uno de sus alumnos. 6.200m2 de terreno.  Construidos unos 400 m2 de casa en planta y semisotano de otros 400 y pico m2. Tiene una edificación de un honor asador.  Piscina, pista de tenis, se pueden construir otros 2 chalets más por la distribución actual, la parcela minima de construcción es de 1.000m2 para unifamilares, un total de 4 unifamiliares independientes. Los honorarios de agencia los paga el comprador.  La vivienda necesita una reforma integral.",False,renew,False,1327.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'La Navata, Galapagar', 'title': 'Casa independiente en Carretera de Galapagar a Navata'}",False,False,False,False,,False,False,,,,La Navata,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","[{'name': 'villaType', 'text': 'Villa'}]"
23,23,97185486,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/5c/24/969313807.jpg,2,121500.0,flat,sale,121.0,4,1,Noreste,Madrid,Torrejón de Ardoz,es,40.4672608,-3.4578722,False,https://www.idealista.com/inmueble/97185486/,19944,"No cobramos comisión al comprador. - INMUEBLE OCUPADO. Piso en Planta baja. En edificio con Ascensor.    Inmueble de 121 m2, que se distribuye en varias dependencias y servicios.    Junto a varios parques y próximo a todo tipo de comercios, servicios, paradas de autobús, varios colegios y al Centro de Salud. A 1 km del Hospital Universitario de Torrejón, así como de las cercanías de Soto del Henares.  Buena conexión con la Autovía del Nordeste y a 5 minutos en coche de la Autovía M-50.    Llame ahora para conocer más información sobre la vivienda. - No cobramos comisión al comprador. - LA PROPIEDAD NO GARANTIZA LA DISPONIBILIDAD DE ACCESO A LA FINCA, PUDIENDO ESTAR OCUPADA POR TERCERO SIN TITULO.",False,good,False,1004.0,{'typology': 'flat'},"{'subtitle': 'Noreste, Torrejón de Ardoz', 'title': 'Piso'}",False,False,False,False,,False,False,fo-10110-1,,True,Noreste,,True,,
24,24,98796920,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/fb/58/1024096511.jpg,21,2000000.0,penthouse,sale,142.0,3,1,Puerta del Sol s/n,Madrid,Madrid,es,40.4169473,-3.7035285,True,https://www.idealista.com/inmueble/98796920/,2571,"20punto20 presenta en exclusiva esta maravillosa y extraordinaria propiedad en el corazón de la Puerta del Sol de Madrid. Se trata de dos fincas en 6ª planta contiguas.  Con un total de 142m2 construidos y más 31 m2 de terraza desde donde admirar la única e inigualable Plaza de la Puerta del Sol de Madrid. Las posibilidades de estas viviendas son infinitas. Para particulares: Pueden distribuir los 142 m2 en una o dos viviendas con una iluminación y unas vistas espectaculares Para inversores: Pueden realizar apartamentos únicos en una zona tan emblemática y rentabilizarlos con retornos de dos dígitos más propios de los mercados financieros. También podría convertirse en la sede o despachos de una gran empresa que desee un enclave único, totalmente privilegiado y con vistas a la preciosa Puerta del Sol, en el km cero de la ciudad de Madrid. Una oportunidad en el mismo km cero de la capital de España con la tranquilidad y seguridad que brinda una zona peatonal y con el Ayuntamiento a un paso. Pudiendo disfrutar de todos los comercios de Gran Vía, de las calle Alcalá, Arenal o Mayor. Zona Puerta del Sol  La Puerta del Sol es una famosa plaza ubicada en el corazón de Madrid, España. Es un lugar emblemático y muy concurrido que desempeña un papel importante en la vida de la ciudad. En esta plaza, se encuentra el famoso ""Kilómetro Cero"", que marca el punto de partida de las carreteras radiales de España. La Puerta del Sol es conocida por su reloj monumental, conocido como el ""Reloj de la Puerta del Sol"", que marca las campanadas de la medianoche en Nochevieja, un evento seguido por millones de personas en todo el país. También alberga varios edificios emblemáticos, como el edificio de la Real Casa de Correos, que ahora sirve como sede del Gobierno de la Comunidad de Madrid, y la estatua del Oso y el Madroño, el símbolo de la ciudad. Esta plaza es un punto de encuentro popular para tanto los madrileños como los visitantes, y es un lugar donde se celebran eventos culturales y políticos importantes. Además, la Puerta del Sol está rodeada de tiendas, restaurantes y bares, lo que la convierte en un lugar animado tanto de día como de noche. En resumen, la Puerta del Sol es un punto neurálgico de Madrid que combina historia, cultura y vida urbana en una ubicación central de la ciudad.",True,renew,False,14085.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Sol, Madrid', 'title': 'Ático en Puerta del Sol s/n'}",True,False,True,False,{'groupDescription': 'Top'},False,False,ÁTICO PUERTA DEL SOL,6,True,Centro,Sol,True,,
25,0,102291885,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/be/ed/1150795954.jpg,21,125000.0,flat,sale,46.0,1,1,barrio Palomeras sureste,Madrid,Madrid,es,40.3816131,-3.6507221,False,https://www.idealista.com/inmueble/102291885/,7093,"POSIBLE APARTAMENTO TURISTICO. AURIGA Real Estate ofrece esta vivienda junto a la Avenida Pablo Neruda a un paso de la Asamblea de Madrid y del Centro Comercial. Magnifico piso exterior muy luminoso de 1 dormitorio con baños en suite, cocina y amplio salon. Vivienda en planta baja, ideal para VIVIENDA TURISTICA con acceso independiente desde la calle. Para actualizar. No dude en solicitarnos una visita sin compromiso. AURIGA Real Estate.",False,good,False,2717.0,{'typology': 'flat'},"{'subtitle': 'Palomeras sureste, Madrid', 'title': 'Piso'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,23089-28VRC,bj,True,Puente de Vallecas,Palomeras sureste,,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]"
26,1,101252228,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/31/08/1115849146.jpg,47,265000.0,chalet,sale,600.0,7,4,"Calle REAL, 52",Madrid,Cabanillas de la Sierra,es,40.8217037,-3.6265608,True,https://www.idealista.com/inmueble/101252228/,43024,"Caserío idílico construido en piedra y madera IDEAL PARA REFORMAR, de siete dormitorios y tres baños, construida sobre parcela de 662,41 m2. Consta de tres plantas sobre rasante y un sótano. El inmueble es muy grande, con muchas opciones de reforma y de uso, tales como vivienda, comercial en plantas bajas, oficinas, Industrial compatible con vivienda, Hotelero, apartamentos turísticos con encanto y/o terciario, ideal para dejar la vivienda en piedra y madera En la actualidad es recuperable 100 % de la construcción original. Está situada junto al centro urbano del municipio de Cabanillas de la Sierra rodeado de un entorno natural privilegiado a tan solo 50km de Madrid. Distribuida en su planta altillo consta de buhardilla; planta primera consta de cuatro balcones exteriores, vestíbulo, despensa, baño, salón, comedor y tres dormitorios; en planta baja esta distribuida en vestíbulo, cocina, baño, dos dormitorios, comedor y garaje; y la planta sótano, con acceso desde hall principal. Dispone de zonas ajardinadas con arbolado, pozo y dos edificaciones auxiliares. Garaje para 4 coches.",False,renew,False,442.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Cabanillas de la Sierra', 'title': 'Casa independiente en Calle Real, 52'}",True,False,False,False,,False,False,,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
27,2,102967683,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/5b/d4/1173470640.jpg,25,299000.0,flat,sale,90.0,3,2,esperanza,Madrid,Las Rozas de Madrid,es,40.4933878,-3.875271,False,https://www.idealista.com/inmueble/102967683/,16815,"**POSIBILIDAD DE FINANCIACIÓN AL 100% DEL PRÉSTAMO HIPOTECARIO CON HIPOTECAS SAPRIAN** IBI: 400€/ año Comunidad: 80/ mes SAPRIAN HOMES vende espectacular piso en pleno centro de Las Rozas. A dos pasos de cualquier servicio del municipio. Dispone de 3 dormitorios amplios y 2 baños uno de ellos con ducha de hidromasaje. Salón con terraza con cerramiento, cocina independiente. Finca construida en el año 1982, con plaza de garaje incluida en el precio, y trastero. **POSIBILIDAD DE FINANCIACIÓN AL 100% DEL PRÉSTAMO HIPOTECARIO CON HIPOTECAS SAPRIAN** Realice el estudio financiero gratuito.",False,good,False,3322.0,{'typology': 'flat'},"{'subtitle': 'Casco Antiguo, Las Rozas de Madrid', 'title': 'Piso en esperanza'}",True,False,False,False,,False,False,Saprian PSS,3,True,Rozas Centro,Casco Antiguo,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
28,3,102751619,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1f/7d/e7/1166049077.jpg,48,490000.0,duplex,sale,152.0,4,3,Avenida de Talavera de la Reina,Madrid,San Sebastián de los Reyes,es,40.557254,-3.6391344,False,https://www.idealista.com/inmueble/102751619/,13971,"PycRamos inmobiliaria gestiona, en exclusiva, precioso y luminoso duplex en impecable estado de conservación. En la planta baja, un amplio hall de entrada da acceso a una gran cocina con tendedero, aseo de cortesía y un precioso salón con un gran ventanal. En la primera planta se encuentran los cuatros dormitorios a los que dan servicio dos cuartos de baño Y, en la última planta, se encuentra la terraza de uso privativo. La ubicación de la vivienda es privilegiada, cerca de todos los servicios necesarios para una vida cómoda y a la vez es una zona muy tranquila para vivir, practicar deporte, pasear.",False,good,False,3224.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Los Arroyos, San Sebastián de los Reyes', 'title': 'Dúplex en Avenida de Talavera de la Reina'}",True,False,False,False,,False,False,,bj,True,Los Arroyos,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
29,4,101253165,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/2f/07/1117454692.jpg,35,1500000.0,flat,sale,160.0,5,4,Avenida de Alberto Alcocer,Madrid,Madrid,es,40.460699,-3.6800704,False,https://www.idealista.com/inmueble/101253165/,2691,"Ubicada en una de las calles mejor valoradas de Madrid, por su comunicación, tanto por transporte público como privado, múltiples comercios y zonas de restauración como por su ubicación, tan próxima al Paseo de la Castellana, Estadio Santiago Bernabéu, Museos, centros médicos, Hospitales, Colegios, instalaciones deportivas …, esta vivienda reúne multitud de condiciones para que sea tu hogar ideal! Con sus 160 m2 construidos, su magnífica orientación que inunda la vivienda de luz durante todo el día, sus dos terrazas y tendedero permiten un desahogo extra a sus amplios espacios.  Actualmente se distribuye en: gran recibidor con armario, fabuloso salón comedor, cocina en dos ambientes con despensa, 5 habitaciones, tres de ellas con armarios empotrados y 4 baños completos. Aunque la situación actual de la vivienda es para actualizar, esto te permitirá redistribuirla y manejar los ambientes según tus necesidades, para aprovecharlos al máximo.  La finca dispone de una zona común donde disfrutarás de una sala cubierta en la que se encuentran los aseos y vestuarios; piscina, zona ajardinada y una pista polivalente con canastas de baloncesto, aunque también podrás patinar o jugar al fútbol. Además con la vivienda se incluye una amplia plaza de garaje de fácil maniobrabilidad y cuarto trastero.    Edificio con portero físico, ascensor, un espacioso y moderno portal, sin ninguna barrera arquitectónica.  Te invitamos a que la conozcas, y nos des tus impresiones! Las cosas han cambiado…compruébalo! Supra Civitas, Espacios a Medida.",False,renew,False,9375.0,{'typology': 'flat'},"{'subtitle': 'Nueva España, Madrid', 'title': 'Piso en Avenida de Alberto Alcocer'}",False,False,False,False,,False,False,,2,True,Chamartín,Nueva España,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
30,5,102418071,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/09/d3/1173634096.jpg,9,90000.0,penthouse,sale,94.0,2,2,"Calle Bailén, 34",Toledo,Yuncler,es,40.0419432,-3.8977922,True,https://www.idealista.com/inmueble/102418071/,47404,"ÁTICO en venta recién reformado, CON PLAZA DE GARAJE INCLUIDA en el precio. Sin amueblar y con cocina amueblada. Ubicado en Yuncler, municipio de Toledo.  La vivienda consta de 94m2 que distribuyen en salón, cocina, dos baños completos, dos dormitorios (uno en suite) independientes, con mucha luz natural y dos terrazas. Entrada con puerta blindada, suelos solados a base de baldosa cerámica esmaltada color “beige”. Paredes de las estancias acabadas con pintura plástica blanca. Alicatado en cocina y baño con baldosa cerámica esmaltada. Armarios empotrados en los dormitorios y ventanas climalit de aluminio.  Cocina amueblada con acabado melamina, colores claros, con puertas abatibles y tiradores. Encimera de tablero aglomerado con acabado melamina y color gris. Instalación de climatización con bomba de calor en todas las estancias por conductos.  Esta ubicado en Yuncler, municipio de la provincia de Toledo, con todos los servicios básicos para hacer de este piso tu nuevo hogar: colegio, centro médico, farmacia, bancos, parques infantiles, supermercados, autobuses, etc.",False,good,False,957.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Yuncler', 'title': 'Ático en Calle Bailén, 34'}",True,False,False,False,,False,False,YUN3A,3,True,,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
